id;miejsce;id_zawodnika;wynik_I_serii;wynik_II_serii;nota;id_zawodow
5780;16;113;129,50;135,00;254,80;195
5781;17;93;130,50;130,50;254,50;195
5782;18;183;129,50;130,50;253,20;195
5783;19;133;131,00;128,50;251,80;195
5784;20;241;129,50;130,00;251,30;195
5785;21;224;128,50;131,00;250,80;195
5786;22;180;129,50;129,00;249,00;195
5787;23;184;131,00;127,50;248,50;195
5788;24;123;131,50;126,50;248,10;195
5789;25;136;130,00;128,00;247,10;195
5790;26;109;132,00;125,00;246,80;195
5791;27;39;131,00;125,50;244,90;195
5792;28;162;131,00;127,00;244,60;195
5793;29;171;129,00;126,50;244,10;195
5794;30;148;129,00;125,50;238,30;195
5795;31;116;128,50;125,00;238,00;195
5796;1;5;140,00;135,00;280,20;196
5797;2;68;137,00;135,00;278,30;196
5798;3;196;134,50;135,00;274,80;196
5799;4;154;135,00;133,00;270,60;196
5800;5;113;136,50;131,00;264,70;196
5801;6;123;133,50;132,00;264,10;196
5802;7;127;132,50;133,00;263,10;196
5803;8;91;133,00;131,50;262,80;196
5804;9;231;133,50;131,50;261,20;196
5805;10;135;130,00;129,50;253,30;196
5806;11;93;131,00;129,00;252,70;196
5807;12;43;129,00;130,50;252,30;196
5808;13;197;130,50;129,00;251,80;196
5809;14;11;128,00;131,00;250,40;196
5810;15;226;132,00;126,50;247,00;196
5811;16;183;125,00;132,00;246,80;196
5812;17;120;127,50;128,50;245,00;196
5813;18;88;127,50;129,00;244,90;196
5814;19;39;126,00;130,00;244,50;196
5815;20;24;127,50;128,00;241,60;196
5816;21;224;125,00;130,50;241,10;196
5817;22;118;128,50;126,00;240,80;196
5818;23;184;124,50;127,50;235,80;196
5819;24;133;123,00;127,00;234,20;196
5820;25;220;124,00;126,50;231,60;196
5821;26;109;125,00;125,00;230,70;196
5822;27;136;123,50;123,50;225,80;196
5823;28;116;123,50;124,00;225,70;196
5824;29;111;124,00;121,50;222,60;196
5825;30;241;124,00;120,50;218,30;196
5826;1;5;139,50;144,00;284,30;197
5827;2;196;137,50;139,50;282,60;197
5828;3;127;131,50;135,00;259,20;197
5829;4;197;132,00;133,50;256,40;197
5830;5;167;133,00;131,00;255,20;197
5831;6;226;133,00;131,50;253,60;197
5832;7;43;131,50;131,00;252,00;197
5833;8;135;128,00;133,50;251,70;197
5834;9;118;131,00;131,00;251,60;197
5835;10;91;130,00;132,50;251,50;197
5836;11;68;129,00;134,00;251,40;197
5837;12;154;131,50;129,50;247,30;197
5838;13;123;131,00;129,50;245,90;197
5839;14;220;129,00;127,00;238,80;197
5840;15;231;125,50;131,50;237,10;197
5841;16;109;129,50;126,00;236,90;197
5842;17;11;129,00;126,00;236,50;197
5843;18;24;128,50;127,50;235,80;197
5844;19;113;126,50;129,50;233,30;197
5845;20;133;130,50;123,50;232,20;197
5846;21;33;125,50;126,00;227,70;197
5847;22;235;127,50;123,00;225,90;197
5848;23;162;127,50;124,00;225,70;197
5849;24;224;126,00;125,00;225,30;197
5850;25;93;124,50;124,50;225,20;197
5851;26;170;126,50;124,00;224,90;197
5852;27;120;126,50;123,50;223,00;197
5853;28;148;127,00;123,50;221,90;197
5854;29;108;126,00;123,50;221,10;197
5855;30;72;126,50;120,00;211,20;197
5856;1;241;126,00;0,00;114,80;198
5857;2;5;124,50;0,00;113,60;198
5858;3;43;123,50;0,00;110,30;198
5859;4;196;122,50;0,00;106,50;198
5860;5;167;121,50;0,00;106,20;198
5861;6;108;120,50;0,00;103,40;198
5862;7;24;120,50;0,00;102,90;198
5863;8;135;119,00;0,00;99,20;198
5864;9;197;118,00;0,00;98,90;198
5865;10;93;116,50;0,00;96,20;198
5866;11;109;116,50;0,00;95,70;198
5867;12;235;115,00;0,00;93,00;198
5868;13;120;114,50;0,00;92,60;198
5869;14;123;115,00;0,00;92,50;198
5870;15;72;115,50;0,00;92,40;198
5871;16;205;114,50;0,00;92,10;198
5872;17;199;113,00;0,00;89,40;198
5873;18;11;113,00;0,00;88,40;198
5874;19;154;112,00;0,00;87,10;198
5875;20;226;112,50;0,00;87,00;198
5876;21;116;112,50;0,00;86,00;198
5877;22;113;112,50;0,00;85,50;198
5878;23;33;111,00;0,00;84,80;198
5879;24;224;111,50;0,00;84,70;198
5880;25;183;110,00;0,00;82,50;198
5881;26;118;109,50;0,00;82,10;198
5882;27;234;110,00;0,00;82,00;198
5883;28;148;110,50;0,00;81,90;198
5884;29;53;109,00;0,00;79,20;198
5885;30;140;107,50;0,00;78,50;198
5886;1;5;138,50;137,00;275,40;199
5887;2;135;134,00;137,50;273,20;199
5888;3;196;135,00;134,00;265,70;199
5889;4;127;131,00;134,50;259,40;199
5890;5;72;134,00;128,50;252,00;199
5891;6;154;129,00;127,50;240,20;199
5892;7;197;120,00;134,50;235,10;199
5893;8;39;129,00;124,50;234,30;199
5894;9;162;128,00;126,00;233,70;199
5895;10;231;126,50;127,00;232,30;199
5896;11;113;123,00;129,00;231,10;199
5897;12;11;125,50;126,50;230,60;199
5898;13;167;129,00;123,00;229,60;199
5899;14;114;126,50;123,00;227,10;199
5900;15;93;124,50;125,00;226,10;199
5901;16;116;127,50;121,50;224,20;199
5902;17;33;125,00;123,50;222,80;199
5903;18;43;122,00;124,00;219,80;199
5904;19;31;128,00;118,50;219,20;199
5905;20;170;128,00;117,00;216,50;199
5906;21;136;125,00;119,50;216,10;199
5907;22;76;123,00;122,00;213,00;199
5908;23;139;126,00;117,00;212,40;199
5909;24;47;119,00;123,50;211,50;199
5910;25;220;120,50;122,50;211,40;199
5911;26;24;122,00;119,50;209,70;199
5912;27;185;120,00;120,00;206,50;199
5913;28;230;119,50;119,50;201,20;199
5914;29;184;121,00;112,50;193,80;199
5915;30;68;122,00;111,50;185,30;199
5916;1;5;138,50;137,00;275,40;199
5917;2;135;134,00;137,50;273,20;199
5918;3;196;135,00;134,00;265,70;199
5919;4;127;131,00;134,50;259,40;199
5920;5;72;134,00;128,50;252,00;199
5921;6;154;129,00;127,50;240,20;199
5922;7;197;120,00;134,50;235,10;199
5923;8;39;129,00;124,50;234,30;199
5924;9;162;128,00;126,00;233,70;199
5925;10;231;126,50;127,00;232,30;199
5926;11;113;123,00;129,00;231,10;199
5927;12;11;125,50;126,50;230,60;199
5928;13;167;129,00;123,00;229,60;199
5929;14;114;126,50;123,00;227,10;199
5930;15;93;124,50;125,00;226,10;199
5931;16;116;127,50;121,50;224,20;199
5932;17;33;125,00;123,50;222,80;199
5933;18;43;122,00;124,00;219,80;199
5934;19;31;128,00;118,50;219,20;199
5935;20;170;128,00;117,00;216,50;199
5936;21;136;125,00;119,50;216,10;199
5937;22;76;123,00;122,00;213,00;199
5938;23;139;126,00;117,00;212,40;199
5939;24;47;119,00;123,50;211,50;199
5940;25;220;120,50;122,50;211,40;199
5941;26;24;122,00;119,50;209,70;199
5942;27;185;120,00;120,00;206,50;199
5943;28;230;119,50;119,50;201,20;199
5944;29;184;121,00;112,50;193,80;199
5945;30;68;122,00;111,50;185,30;199
5946;1;196;133,50;133,50;264,10;200
5947;2;135;132,50;133,00;262,40;200
5948;3;5;131,50;136,00;260,00;200
5949;4;197;129,00;134,00;253,90;200
5950;5;167;127,50;133,50;251,30;200
5951;6;109;129,50;131,50;250,80;200
5952;7;154;125,00;134,00;247,70;200
5953;8;113;128,00;129,50;244,00;200
5954;9;11;127,00;127,50;237,10;200
5955;10;226;125,00;129,50;236,60;200
5956;11;133;126,00;126,00;231,60;200
5957;12;231;124,00;125,50;225,60;200
5958;13;123;124,00;124,50;225,30;200
5959;14;118;124,00;125,00;225,20;200
5960;15;127;121,50;125,00;223,20;200
5961;16;93;123,00;124,00;221,60;200
5962;16;88;121,50;125,50;221,60;200
5963;18;136;122,50;124,00;221,20;200
5964;19;108;123,50;123,50;221,10;200
5965;20;183;125,00;122,00;218,60;200
5966;21;76;121,50;123,50;218,50;200
5967;22;116;123,50;121,00;215,60;200
5968;23;91;123,00;120,50;214,80;200
5969;24;162;121,50;123,50;214,50;200
5970;25;230;124,50;120,00;213,60;200
5971;26;68;123,00;119,00;207,60;200
5972;27;235;120,50;118,00;204,30;200
5973;28;120;121,00;118,00;204,20;200
5974;29;220;120,50;118,00;203,30;200
5975;30;170;121,00;114,50;195,40;200
5976;1;5;136,50;134,00;286,40;201
5977;2;135;135,00;134,00;285,20;201
5978;3;231;134,50;136,00;284,40;201
5979;4;196;133,00;134,00;280,10;201
5980;5;197;134,50;129,00;273,80;201
5981;6;91;138,00;127,00;269,00;201
5982;7;167;135,50;127,00;268,50;201
5983;8;109;131,50;129,50;267,80;201
5984;9;162;133,00;125,50;259,80;201
5985;10;226;131,50;124,00;256,90;201
5986;11;154;128,00;126,00;254,70;201
5987;12;24;131,00;123,00;251,70;201
5988;13;68;126,50;126,00;250,50;201
5989;14;127;125,00;128,00;249,90;201
5990;15;76;124,00;127,00;247,30;201
5991;16;241;127,50;123,00;244,90;201
5992;17;108;127,00;123,50;243,90;201
5993;18;116;127,50;123,00;242,40;201
5994;19;88;128,00;120,00;240,90;201
5995;20;114;125,50;120,50;237,30;201
5996;21;43;126,50;120,00;236,70;201
5997;22;123;123,00;123,50;236,20;201
5998;23;113;129,00;116,00;233,50;201
5999;24;33;125,00;120,50;232,40;201
6000;25;93;125,00;118,50;232,30;201
6001;26;118;124,50;119,50;232,20;201
6002;27;136;124,50;118,00;229,50;201
6003;28;39;122,00;118,50;225,90;201
6004;29;184;125,50;113,00;221,30;201
6005;30;234;115,50;120,50;214,80;201
6006;1;135;134,50;136,50;276,30;202
6007;2;5;140,00;134,50;274,60;202
6008;3;167;133,00;131,50;258,60;202
6009;4;196;134,00;130,50;257,60;202
6010;5;113;134,50;128,00;249,00;202
6011;6;154;128,00;132,00;248,50;202
6012;7;91;134,00;126,00;247,00;202
6013;8;197;135,00;124,00;245,20;202
6014;9;231;131,00;126,00;239,60;202
6015;10;68;130,50;124,00;237,10;202
6016;11;24;128,50;125,00;233,80;202
6017;12;123;128,00;121,50;225,60;202
6018;13;118;124,00;124,50;223,80;202
6019;14;226;126,50;121,50;222,90;202
6020;15;127;125,00;123,00;221,90;202
6021;16;108;125,00;122,50;220,50;202
6022;17;93;125,50;121,00;220,20;202
6023;18;224;124,00;121,00;215,50;202
6024;19;11;126,00;118,50;215,10;202
6025;20;76;125,50;119,00;214,60;202
6026;21;184;118,00;126,50;214,10;202
6027;22;114;120,50;122,00;212,50;202
6028;23;235;119,50;123,00;212,00;202
6029;24;162;127,50;116,50;211,20;202
6030;25;31;126,50;116,00;209,50;202
6031;26;88;118,50;122,50;207,30;202
6032;27;241;116,00;125,50;207,20;202
6033;28;116;124,00;116,00;205,00;202
6034;29;109;126,50;112,50;203,70;202
6035;30;234;118,00;121,00;200,20;202
6036;31;120;119,00;113,00;185,60;202
6037;1;135;126,50;128,50;261,00;203
6038;2;196;126,00;127,50;260,30;203
6039;3;197;128,50;125,50;257,70;203
6040;4;68;123,50;128,00;253,20;203
6041;5;154;124,50;125,00;250,60;203
6042;6;108;124,00;126,00;249,00;203
6043;7;162;124,00;126,00;246,50;203
6044;8;5;125,50;123,50;245,70;203
6045;9;231;121,50;129,00;244,90;203
6046;10;91;121,50;126,50;244,40;203
6047;11;167;122,00;125,00;239,60;203
6048;12;184;123,50;121,50;237,00;203
6049;13;123;119,50;124,50;235,20;203
6050;14;113;122,00;122,50;234,60;203
6051;15;136;120,50;121,50;232,10;203
6052;16;226;116,50;125,50;230,10;203
6053;17;76;115,50;124,00;226,10;203
6054;18;235;118,00;122,00;225,50;203
6055;19;118;115,50;123,50;224,70;203
6056;19;72;116,50;122,50;224,70;203
6057;21;43;119,00;119,00;224,40;203
6058;22;88;116,50;121,50;223,40;203
6059;23;199;116,50;122,00;222,30;203
6060;24;127;117,00;120,50;221,50;203
6061;25;241;115,00;123,00;220,90;203
6062;26;124;115,50;121,50;220,10;203
6063;27;214;116,00;119,50;217,40;203
6064;28;39;117,50;118,00;216,40;203
6065;29;114;114,50;119,50;214,70;203
6066;30;224;112,50;122,00;213,60;203
6067;1;135;142,50;141,50;301,20;204
6068;2;5;137,50;140,50;284,40;204
6069;3;231;138,00;138,50;279,20;204
6070;4;196;138,50;136,00;279,10;204
6071;5;197;138,50;136,50;278,50;204
6072;6;162;136,00;135,00;268,80;204
6073;7;91;132,50;137,50;267,50;204
6074;8;226;133,50;131,50;258,00;204
6075;9;113;130,50;134,50;257,00;204
6076;10;167;134,50;128,00;252,50;204
6077;11;127;133,00;128,50;251,20;204
6078;12;68;132,50;129,50;250,60;204
6079;12;24;131,50;130,50;250,60;204
6080;14;184;132,00;129,00;249,80;204
6081;15;76;132,00;130,00;249,10;204
6082;16;154;130,00;129,00;247,20;204
6083;17;11;129,50;129,50;243,70;204
6084;18;88;130,50;126,50;241,10;204
6085;19;108;129,50;127,50;240,10;204
6086;20;235;125,50;128,00;235,30;204
6087;21;43;128,00;125,50;234,30;204
6088;22;118;126,50;127,50;233,20;204
6089;23;93;127,50;124,50;231,60;204
6090;24;39;127,00;125,50;231,00;204
6091;25;72;129,00;123,50;229,50;204
6092;26;123;126,50;126,00;228,00;204
6093;27;199;128,50;122,00;226,90;204
6094;28;214;126,00;121,50;222,50;204
6095;29;120;126,00;121,00;219,60;204
6096;30;171;122,50;122,00;215,10;204
6097;1;196;199,50;215,50;398,00;205
6098;2;5;207,50;195,50;390,10;205
6099;3;113;197,50;209,00;386,80;205
6100;4;91;187,50;201,50;371,30;205
6101;5;127;187,50;199,00;368,80;205
6102;6;154;183,50;200,50;367,30;205
6103;7;135;196,00;186,00;366,40;205
6104;8;24;183,50;198,00;363,80;205
6105;9;68;184,00;195,50;360,40;205
6106;10;11;183,00;191,50;355,90;205
6107;11;167;185,00;194,50;355,40;205
6108;12;120;182,50;189,50;349,90;205
6109;13;197;181,50;191,50;348,60;205
6110;14;133;177,50;187,50;342,00;205
6111;15;39;180,50;180,50;335,20;205
6112;16;72;182,00;178,50;329,10;205
6113;17;171;176,50;178,50;327,00;205
6114;18;183;173,00;180,50;323,70;205
6115;19;162;173,50;180,00;318,70;205
6116;20;43;165,00;184,00;317,30;205
6117;21;226;165,50;181,50;315,40;205
6118;22;106;172,50;173,50;312,70;205
6119;23;44;173,50;170,50;307,30;205
6120;24;75;171,50;165,00;300,30;205
6121;25;33;167,50;166,00;296,70;205
6122;27;29;160,00;169,50;289,90;205
6123;26;93;164,50;162,50;289,90;205
6124;28;199;159,50;164,50;284,30;205
6125;29;111;166,00;154,00;279,60;205
6126;30;42;167,50;157,50;279,00;205
6127;1;196;203,50;202,00;393,60;206
6128;2;167;201,50;200,50;390,40;206
6129;3;5;197,50;198,50;382,20;206
6130;4;91;195,50;198,50;381,30;206
6131;5;113;193,50;201,00;378,90;206
6132;6;68;195,50;196,50;373,90;206
6133;7;127;190,50;196,50;370,40;206
6134;8;72;186,50;197,50;367,30;206
6135;9;154;183,00;196,50;361,40;206
6136;10;135;190,50;187,50;360,10;206
6137;11;24;179,00;197,00;355,20;206
6138;12;197;185,50;190,00;353,10;206
6139;13;43;177,50;186,00;339,70;206
6140;14;162;180,50;180,50;331,20;206
6141;15;226;169,50;187,50;330,40;206
6142;16;120;173,50;176,50;320,00;206
6143;17;133;167,00;181,00;317,10;206
6144;18;183;165,00;180,00;314,00;206
6145;19;106;167,00;175,50;311,00;206
6146;20;11;167,50;174,50;310,40;206
6147;21;42;167,50;171,00;299,70;206
6148;22;171;158,50;174,00;297,50;206
6149;23;33;159,00;174,00;293,60;206
6150;24;44;164,50;165,00;290,40;206
6151;25;29;160,00;168,00;290,10;206
6152;26;111;160,50;165,00;287,60;206
6153;27;75;164,50;159,00;285,70;206
6154;28;93;154,50;162,50;277,40;206
6155;29;139;156,50;149,00;259,60;206
6156;30;39;162,50;110,00;211,50;206
6157;1;135;129,50;132,00;272,70;207
6158;2;196;127,50;130,00;262,50;207
6159;3;197;121,00;129,50;249,40;207
6160;4;118;125,50;124,00;245,10;207
6161;5;5;118,00;127,00;236,50;207
6162;6;93;121,00;120,00;229,80;207
6163;7;231;116,00;125,50;229,20;207
6164;8;136;121,00;118,00;225,70;207
6165;9;39;116,50;121,00;222,00;207
6166;10;123;119,50;116,50;219,80;207
6167;11;214;119,50;115,00;216,60;207
6168;12;109;116,50;118,50;216,50;207
6169;13;216;118,50;115,00;214,30;207
6170;14;162;114,00;119,50;210,80;207
6171;15;226;115,50;115,50;208,80;207
6172;16;11;113,00;116,50;206,10;207
6173;17;24;113,00;117,00;206,00;207
6174;18;81;116,50;112,00;203,30;207
6175;19;31;112,50;115,00;202,00;207
6176;20;171;115,00;112,00;201,60;207
6177;21;119;115,50;110,00;196,40;207
6178;22;150;116,00;108,00;194,70;207
6179;23;170;116,50;106,50;192,40;207
6180;24;184;110,50;112,00;191,50;207
6181;25;180;109,00;113,50;191,00;207
6182;26;148;111,00;111,00;189,60;207
6183;27;106;114,50;106,50;187,80;207
6184;28;47;110,00;110,00;185,50;207
6185;29;246;111,50;108,00;185,10;207
6186;30;9;109,00;109,00;182,40;207
6187;31;28;111,50;106,00;180,00;207
6188;32;153;109,00;100,50;161,60;207
6189;1;196;130,50;138,50;285,70;208
6190;2;135;130,00;136,50;280,70;208
6191;3;5;127,50;134,00;271,20;208
6192;4;231;126,00;132,50;262,30;208
6193;5;197;123,50;132,00;258,40;208
6194;6;226;121,00;131,50;252,50;208
6195;7;118;120,50;131,00;250,20;208
6196;8;11;120,00;130,00;247,50;208
6197;9;123;120,50;128,50;245,70;208
6198;10;39;116,00;128,50;235,10;208
6199;11;76;115,50;128,50;234,20;208
6200;12;136;117,00;126,00;232,90;208
6201;13;162;119,50;124,50;231,70;208
6202;14;214;116,00;126,00;230,60;208
6203;15;24;117,00;124,50;228,70;208
6204;16;184;119,00;121,00;228,00;208
6205;17;31;115,50;126,00;227,70;208
6206;18;53;117,50;121,50;224,20;208
6207;19;33;115,50;122,00;222,00;208
6208;20;109;115,00;122,50;221,50;208
6209;21;29;116,00;120,50;219,70;208
6210;22;228;116,00;120,00;219,30;208
6211;23;234;117,50;119,00;218,70;208
6212;24;185;117,00;119,00;216,30;208
6213;25;28;118,00;116,00;214,20;208
6214;26;148;116,00;117,50;212,30;208
6215;27;116;116,50;119,00;211,90;208
6216;28;132;117,50;112,50;206,00;208
6217;29;246;115,00;115,00;205,00;208
6218;30;7;115,50;110,50;198,30;208
6219;1;196;142,00;139,50;289,20;209
6220;2;135;136,50;135,50;274,10;209
6221;3;68;136,50;135,50;270,60;209
6222;4;5;138,50;132,00;264,40;209
6223;5;154;130,50;137,50;262,90;209
6224;6;231;135,50;136,50;262,10;209
6225;7;197;133,50;133,00;259,20;209
6226;8;136;132,00;133,50;258,40;209
6227;9;108;132,00;132,00;254,70;209
6228;10;127;130,00;129,00;244,20;209
6229;11;123;129,00;131,00;244,00;209
6230;12;113;132,00;129,50;243,70;209
6231;13;72;127,00;131,50;241,80;209
6232;14;11;131,00;126,50;240,00;209
6233;15;226;130,00;125,00;233,50;209
6234;16;118;128,50;126,00;232,10;209
6235;17;165;128,00;125,50;231,30;209
6236;18;241;129,00;123,50;229,50;209
6237;19;214;126,00;127,00;228,40;209
6238;20;116;126,50;125,50;227,10;209
6239;21;28;127,00;121,00;221,40;209
6240;22;24;123,50;125,00;219,80;209
6241;23;76;121,00;125,00;215,80;209
6242;24;88;125,50;119,50;215,00;209
6243;25;31;124,50;122,00;214,70;209
6244;26;183;124,50;121,00;214,40;209
6245;27;109;122,50;119,50;207,10;209
6246;28;53;122,50;116,50;202,20;209
6247;28;43;121,00;118,00;202,20;209
6248;30;106;123,50;111,00;191,10;209
6249;31;29;122,50;111,50;190,20;209
6250;1;196;137,50;149,00;293,20;210
6251;2;154;140,50;141,00;291,70;210
6252;3;127;137,00;149,00;272,30;210
6253;4;136;133,00;135,50;264,80;210
6254;5;135;125,00;140,00;260,50;210
6255;6;5;124,00;142,00;254,80;210
6256;7;116;125,00;136,00;248,30;210
6257;8;231;130,00;135,00;246,50;210
6258;9;72;124,50;136,00;243,90;210
6259;10;11;124,00;133,00;241,60;210
6260;11;123;127,00;131,00;240,40;210
6261;12;108;129,50;125,00;238,60;210
6262;13;165;131,00;125,50;236,70;210
6263;14;197;120,00;135,50;235,90;210
6264;15;113;125,00;131,50;234,20;210
6265;16;118;127,50;126,50;233,20;210
6266;17;226;127,50;126,50;232,20;210
6267;18;24;121,00;131,50;228,50;210
6268;19;91;133,00;119,50;226,00;210
6269;20;199;129,00;121,00;225,00;210
6270;21;235;118,50;131,50;224,50;210
6271;22;76;122,50;128,00;223,90;210
6272;23;68;118,50;127,00;213,90;210
6273;24;214;120,50;123,50;213,20;210
6274;25;183;121,50;120,50;208,10;210
6275;26;88;118,50;121,00;204,60;210
6276;27;28;123,00;109,00;188,60;210
6277;28;148;119,00;111,50;182,90;210
6278;29;95;119,50;110,00;181,10;210
6279;30;43;119,50;106,50;175,80;210
6280;1;196;133,00;120,50;253,30;211
6281;2;154;112,00;123,50;216,90;211
6282;3;135;112,00;119,50;211,20;211
6283;4;109;127,00;96,50;193,30;211
6284;5;235;121,50;99,00;187,90;211
6285;6;133;116,00;104,00;186,50;211
6286;7;5;107,50;111,50;185,70;211
6287;8;88;109,00;110,50;185,60;211
6288;9;123;104,50;114,00;183,80;211
6289;10;81;111,50;106,00;180,50;211
6290;11;162;118,00;102,50;180,40;211
6291;12;165;103,50;109,50;172,90;211
6292;13;214;102,00;108,50;165,90;211
6293;14;113;107,50;98,50;159,30;211
6294;15;241;105,50;102,50;158,90;211
6295;16;119;115,00;89,00;154,20;211
6296;17;180;103,50;100,00;152,80;211
6297;18;220;107,50;94,50;150,60;211
6298;19;55;107,50;93,50;148,80;211
6299;20;224;88,00;112,00;145,50;211
6300;21;190;102,00;96,50;144,30;211
6301;22;159;90,50;107,00;143,00;211
6302;23;144;96,00;101,50;140,50;211
6303;24;206;93,50;101,50;136,00;211
6304;25;68;106,00;92,50;135,30;211
6305;26;171;102,50;90,50;134,90;211
6306;27;234;99,50;93,00;126,00;211
6307;28;173;90,00;97,50;121,50;211
6308;29;107;92,00;86,50;103,30;211
6309;30;237;91,00;83,50;96,10;211
6310;1;196;144,00;135,00;267,20;212
6311;2;5;133,50;145,50;265,20;212
6312;3;108;136,00;140,00;261,80;212
6313;4;123;135,50;141,00;261,20;212
6314;5;133;132,50;139,00;253,70;212
6315;6;118;134,00;139,00;252,40;212
6316;7;88;134,00;138,00;250,10;212
6317;8;167;137,50;131,50;245,70;212
6318;9;91;124,50;144,00;244,30;212
6319;10;231;125,00;141,00;238,30;212
6320;11;154;127,00;134,00;232,30;212
6321;12;11;125,50;136,50;231,60;212
6322;13;39;125,50;135,50;227,80;212
6323;14;165;123,00;136,50;227,10;212
6324;15;135;121,00;137,00;226,40;212
6325;16;197;135,50;123,50;226,20;212
6326;17;24;129,00;130,50;225,60;212
6327;18;216;122,00;135,50;223,00;212
6328;19;206;130,50;126,50;221,60;212
6329;20;93;121,00;134,00;218,50;212
6330;21;106;122,50;133,00;217,90;212
6331;22;116;125,00;131,50;217,70;212
6332;23;72;125,00;129,00;216,20;212
6333;24;53;121,50;132,50;215,70;212
6334;25;127;126,50;124,50;209,80;212
6335;26;227;127,50;124,50;209,60;212
6336;27;136;127,50;120,50;204,40;212
6337;28;128;124,00;124,50;202,80;212
6338;29;43;136,00;111,00;200,60;212
6339;30;68;127,50;114,00;184,70;212
6340;1;196;131,50;135,00;261,20;213
6341;2;91;135,00;131,00;260,30;213
6342;3;135;134,00;130,50;257,10;213
6343;4;197;128,50;130,50;247,70;213
6344;5;123;129,50;127,50;241,10;213
6345;6;5;125,50;130,00;238,90;213
6346;7;167;124,50;131,00;238,40;213
6347;8;118;126,00;129,00;236,00;213
6348;9;136;125,50;127,50;233,90;213
6349;10;39;124,50;128,50;232,90;213
6350;11;11;122,50;129,00;229,70;213
6351;12;72;128,00;122,50;229,40;213
6352;13;93;122,00;128,50;228,90;213
6353;14;162;125,00;126,00;226,30;213
6354;15;183;126,50;122,50;225,20;213
6355;16;24;126,50;122,00;223,80;213
6356;17;68;123,00;124,00;220,60;213
6357;18;76;123,50;123,50;219,60;213
6358;19;206;124,00;122,50;219,20;213
6359;20;165;123,00;124,00;218,60;213
6360;21;199;120,50;124,50;216,00;213
6361;21;108;122,50;122,50;216,00;213
6362;23;43;121,50;121,50;212,40;213
6363;24;109;123,50;119,00;210,50;213
6364;25;53;122,50;119,00;210,20;213
6365;26;230;123,00;119,00;208,60;213
6366;27;107;126,00;114,50;206,90;213
6367;28;28;123,00;117,00;206,50;213
6368;29;17;124,50;114,00;202,30;213
6369;30;111;123,50;115,00;199,80;213
6370;1;167;225,50;216,00;435,80;214
6371;2;91;218,00;212,50;428,60;214
6372;3;43;211,50;223,50;426,50;214
6373;4;5;212,50;211,00;418,20;214
6374;5;68;206,50;204,00;403,10;214
6375;6;231;215,50;193,50;396,80;214
6376;7;11;207,50;198,00;394,60;214
6377;8;196;205,50;198,50;392,30;214
6378;9;123;202,00;185,00;371,40;214
6379;10;109;197,00;187,50;368,40;214
6380;11;113;194,50;190,00;364,90;214
6381;12;24;193,50;187,50;360,20;214
6382;13;133;186,50;184,50;347,20;214
6383;14;116;185,00;185,50;344,60;214
6384;15;197;183,50;187,00;342,10;214
6385;16;183;187,50;176,50;338,80;214
6386;17;120;190,50;172,50;337,10;214
6387;18;206;189,50;171,00;333,60;214
6388;19;14;181,50;173,50;326,00;214
6389;20;114;184,50;169,50;325,80;214
6390;21;135;176,00;176,50;323,00;214
6391;22;39;181,50;165,50;315,40;214
6392;23;75;179,50;164,00;311,70;214
6393;24;72;173,50;167,00;308,10;214
6394;25;162;178,50;164,50;306,60;214
6395;26;106;176,50;160,00;300,80;214
6396;27;80;176,50;157,50;298,30;214
6397;28;187;165,50;165,50;295,70;214
6398;29;33;172,00;158,00;292,50;214
6399;30;173;167,50;155,00;283,50;214
6400;1;196;92,50;92,50;242,00;215
6401;2;5;90,50;94,50;236,00;215
6402;3;231;94,50;90,00;234,00;215
6403;4;167;95,00;87,50;232,50;215
6404;5;11;94,50;90,00;232,00;215
6405;6;91;89,50;92,00;227,50;215
6406;7;114;92,50;86,50;227,00;215
6407;8;154;85,00;95,50;226,50;215
6408;9;165;88,00;92,00;226,00;215
6409;10;93;89,50;88,50;224,00;215
6410;11;133;89,50;89,00;221,50;215
6411;11;29;91,00;87,50;221,50;215
6412;13;118;89,50;87,50;220,50;215
6413;14;197;93,50;84,00;219,50;215
6414;15;135;92,50;84,00;219,00;215
6415;16;113;86,00;90,00;215,00;215
6416;17;31;88,50;86,00;214,00;215
6417;17;68;90,00;85,50;214,00;215
6418;19;162;89,50;86,00;212,00;215
6419;20;76;87,50;86,00;210,50;215
6420;21;39;85,00;89,50;209,50;215
6421;22;120;85,50;87,00;208,50;215
6422;23;123;86,00;87,00;205,50;215
6423;24;136;86,00;84,00;204,00;215
6424;24;72;92,00;80,00;204,00;215
6425;26;185;87,50;83,00;203,50;215
6426;27;14;88,00;83,50;202,50;215
6427;28;173;87,00;83,50;201,00;215
6428;29;43;86,50;81,00;197,00;215
6429;30;116;85,00;80,50;191,50;215
6430;31;107;85,00;70,50;167,50;215
6431;1;165;123,50;123,00;241,70;216
6432;2;5;119,50;126,00;240,40;216
6433;3;136;119,00;127,00;239,30;216
6434;4;167;130,50;115,00;234,90;216
6435;5;108;124,50;117,00;231,20;216
6436;6;197;116,50;124,50;229,30;216
6437;7;241;118,50;120,00;222,80;216
6438;8;135;120,50;115,00;220,90;216
6439;9;154;119,50;115,50;218,00;216
6440;10;196;116,50;118,00;217,60;216
6441;11;11;116,00;118,50;216,60;216
6442;12;24;117,50;116,00;209,80;216
6443;13;120;120,00;111,50;207,70;216
